"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
1.0,71.0,1.0,0.0004011988639831543,"a beguiling [[splash]] of pastel colors and prankish [[comedy]] from disney . ",0.0,0.9642443060874939,"a beguiling [[splatters]] of pastel colors and prankish [[derision]] from disney . ","Successful"
1.0,31.0,1.0,0.0007536411285400391,"it 's one [[heck]] of a character study -- not of hearst or davies but of the unique relationship between them . ",0.0,0.5956509113311768,"it 's one [[scrawl]] of a character study -- not of hearst or davies but of the unique relationship between them . ","Successful"
1.0,63.0,1.0,0.0009093284606933594,"[[puts]] a human face on a land most westerners are unfamiliar with . ",0.0,0.9399523138999939,"[[begs]] a human face on a land most westerners are unfamiliar with . ","Successful"
1.0,107.0,1.0,0.0003529787063598633,"montias ... [[pumps]] a lot of energy into his [[nicely]] nuanced [[narrative]] and surrounds himself with a cast of [[quirky]] -- but not stereotyped -- street characters . ",0.0,0.7845126986503601,"montias ... [[pompe]] a lot of energy into his [[coldly]] nuanced [[autobiographical]] and surrounds himself with a cast of [[offbeat]] -- but not stereotyped -- street characters . ","Successful"
1.0,96.0,1.0,0.000385284423828125,"atom egoyan has [[conjured]] up a multilayered work that [[tackles]] any number of [[fascinating]] issues ",0.0,0.5569635629653931,"atom egoyan has [[delusional]] up a multilayered work that [[treats]] any number of [[startling]] issues ","Successful"
1.0,58.0,1.0,0.0006524920463562012,"a [[compelling]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ",0.0,0.7028652429580688,"a [[unassailable]] spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ","Successful"
0.0,149.0,0.0,0.006742358207702637,"at the very least , if you [[do]] n't know anything about derrida when you walk into the theater , you wo n't [[know]] [[much]] more when you leave . ",1.0,0.5745844841003418,"at the very least , if you [[would]] n't know anything about derrida when you walk into the theater , you wo n't [[see]] [[supremely]] more when you leave . ","Successful"
0.0,60.0,0.0,0.009485363960266113,"do n't be fooled by the impressive cast list - eye see you is pure [[junk]] . ",1.0,0.9743104577064514,"do n't be fooled by the impressive cast list - eye see you is pure [[codswallop]] . ","Successful"
0.0,50.0,0.0,0.0427323579788208,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[lost]] weight ! ",1.0,0.7042930722236633,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've [[relinquished]] weight ! ","Successful"
1.0,106.0,1.0,0.0003504753112792969,"director andrew niccol ... demonstrates a wry [[understanding]] of the [[quirks]] of fame . ",0.0,0.9819909334182739,"director andrew niccol ... demonstrates a wry [[consist]] of the [[malfunctions]] of fame . ","Successful"
1.0,83.0,1.0,0.0006173849105834961,"... takes the [[beauty]] of [[baseball]] and melds it with a [[story]] that could [[touch]] anyone regardless of their familiarity with the sport ",0.0,0.7285344004631042,"... takes the [[cutie]] of [[softball]] and melds it with a [[retold]] that could [[touching]] anyone regardless of their familiarity with the sport ","Successful"
0.0,146.0,0.0,0.0015311837196350098,"there [[ought]] to be a [[directing]] license , so that ed burns can [[have]] his [[revoked]] . ",1.0,0.9441109299659729,"there [[requisite]] to be a [[squarely]] license , so that ed burns can [[enjoy]] his [[lifted]] . ","Successful"
0.0,56.0,0.0,0.008528172969818115,"there is no [[pleasure]] in watching a child suffer . ",1.0,0.9695379137992859,"there is no [[rapture]] in watching a child suffer . ","Successful"
1.0,64.0,1.0,0.000570833683013916,"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's history . ",0.0,0.5759472846984863,"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[retrofitted]] to see a cartoon that knows what it is , and knows the form 's history . ","Successful"
0.0,220.0,0.0,0.002679169178009033,"there are [[simply]] too [[many]] [[ideas]] [[floating]] around -- part farce , part [[sliding]] doors , part pop video -- and yet [[failing]] to exploit them . ",1.0,0.5072526931762695,"there are [[effortlessly]] too [[sundry]] [[perspectives]] [[variables]] around -- part farce , part [[slide]] doors , part pop video -- and yet [[lacks]] to exploit them . ","Successful"
0.0,71.0,0.0,0.0017126202583312988,"( a ) [[shapeless]] [[blob]] of desperate entertainment . ",1.0,0.9600622057914734,"( a ) [[gelatinous]] [[slick]] of desperate entertainment . ","Successful"
1.0,45.0,1.0,0.0013427734375,"( grant 's ) bumbling magic takes over the film , and it turns out to be another [[winning]] star vehicle . ",0.0,0.5597624778747559,"( grant 's ) bumbling magic takes over the film , and it turns out to be another [[victoire]] star vehicle . ","Successful"
1.0,156.0,1.0,0.0005311369895935059,"for the most part [[stevens]] [[glides]] through on some [[solid]] [[performances]] and [[witty]] [[dialogue]] . ",0.0,0.9550714492797852,"for the most part [[peters]] [[glided]] through on some [[audio]] [[reproductions]] and [[sarcastic]] [[schmooze]] . ","Successful"
0.0,77.0,0.0,0.0014916062355041504,"as [[vulgar]] as it is [[banal]] . ",1.0,0.9984601736068726,"as [[cheeky]] as it is [[customary]] . ","Successful"
1.0,32.0,1.0,0.0020350217819213867,"if you can stomach the rough content , it 's [[worth]] checking out for the performances alone . ",0.0,0.9781797528266907,"if you can stomach the rough content , it 's [[pena]] checking out for the performances alone . ","Successful"
1.0,87.0,1.0,0.00048339366912841797,"uses high [[comedy]] to evoke [[surprising]] poignance . ",0.0,0.9713019132614136,"uses high [[stuffing]] to evoke [[stun]] poignance . ","Successful"
1.0,101.0,1.0,0.00046813488006591797,"director of photography benoit delhomme shot the movie in [[delicious]] colors , and the costumes and sets are [[grand]] . ",0.0,0.9857801198959351,"director of photography benoit delhomme shot the movie in [[succulent]] colors , and the costumes and sets are [[gargantuan]] . ","Successful"
1.0,56.0,1.0,0.0003985762596130371,"a quiet , [[pure]] , elliptical [[film]] ",0.0,0.9908767342567444,"a quiet , [[plain]] , elliptical [[video]] ","Successful"
0.0,210.0,0.0,0.0012404918670654297,"a [[dumb]] [[movie]] with [[dumb]] characters doing [[dumb]] things and you have to be [[really]] dumb not to see where this is going . ",1.0,0.5345494747161865,"a [[punchy]] [[scene]] with [[imbecilic]] characters doing [[goofball]] things and you have to be [[efficiently]] dumb not to see where this is going . ","Successful"
0.0,66.0,0.0,0.15595442056655884,"if you believe any of this , i can make you a real deal on [[leftover]] enron stock that will double in value a week from friday . ",1.0,0.5813050866127014,"if you believe any of this , i can make you a real deal on [[remaining]] enron stock that will double in value a week from friday . ","Successful"
0.0,46.0,0.0,0.0021780729293823242,"i '[[m]] just too [[bored]] to [[care]] . ",0.0,0.17425835132598877,"i '[[millionth]] just too [[piercing]] to [[zorg]] . ","Failed"
1.0,1.0,0.0,0.7090003490447998,"not since tom cruise in risky business has an actor made such a strong impression in his underwear . ",0.0,0.7090003490447998,"not since tom cruise in risky business has an actor made such a strong impression in his underwear . ","Skipped"
0.0,72.0,0.0,0.0016139745712280273,"made with no discernible [[craft]] and monstrously [[sanctimonious]] in dealing with childhood loss . ",1.0,0.9258201122283936,"made with no discernible [[boat]] and monstrously [[pious]] in dealing with childhood loss . ","Successful"
1.0,51.0,1.0,0.044965267181396484,"a [[giggle]] a minute . ",0.0,0.9982962608337402,"a [[droll]] a minute . ","Successful"
0.0,38.0,0.0,0.09796589612960815,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[big]] a deal . ",1.0,0.7254093885421753,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[enormous]] a deal . ","Successful"
1.0,190.0,1.0,0.0003209114074707031,"exquisitely nuanced in mood tics and [[dialogue]] , this chamber [[drama]] is [[superbly]] acted by the deeply appealing veteran bouquet and the [[chilling]] but [[quite]] [[human]] berling . ",0.0,0.7414563298225403,"exquisitely nuanced in mood tics and [[debated]] , this chamber [[teatro]] is [[terribly]] acted by the deeply appealing veteran bouquet and the [[colder]] but [[awfully]] [[humanistic]] berling . ","Successful"
0.0,1.0,1.0,0.9964547753334045,"movie fans , get ready to take off ... the other direction . ",1.0,0.9964547753334045,"movie fans , get ready to take off ... the other direction . ","Skipped"
0.0,36.0,0.0,0.012986242771148682,"the cold turkey would 've been a far [[better]] [[title]] . ",1.0,0.5748932361602783,"the cold turkey would 've been a far [[well]] [[entitled]] . ","Successful"
0.0,1.0,1.0,0.9993107914924622,"the lower your expectations , the more you 'll enjoy it . ",1.0,0.9993107914924622,"the lower your expectations , the more you 'll enjoy it . ","Skipped"
1.0,71.0,1.0,0.2633622884750366,"generally , clockstoppers will [[fulfill]] your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",0.0,0.6472238898277283,"generally , clockstoppers will [[finalizing]] your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","Successful"
0.0,138.0,0.0,0.000732123851776123,"from the [[opening]] [[scenes]] , it 's [[clear]] that all about the benjamins is a [[totally]] formulaic [[movie]] . ",1.0,0.6015709638595581,"from the [[openness]] [[picture]] , it 's [[definitive]] that all about the benjamins is a [[accurately]] formulaic [[drama]] . ","Successful"
0.0,66.0,0.0,0.006627917289733887,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never [[really]] builds up a head of emotional steam . ",1.0,0.587802529335022,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never [[downright]] builds up a head of emotional steam . ","Successful"
1.0,131.0,1.0,0.0002415776252746582,"first-time writer-director serry shows a [[remarkable]] gift for storytelling with this moving , [[effective]] [[little]] [[film]] . ",0.0,0.9734081625938416,"first-time writer-director serry shows a [[unpaid]] gift for storytelling with this moving , [[usefulness]] [[low]] [[filming]] . ","Successful"
1.0,1.0,0.0,0.9804323315620422,"what better message than ` love thyself ' could young women of any size receive ? ",0.0,0.9804323315620422,"what better message than ` love thyself ' could young women of any size receive ? ","Skipped"
1.0,51.0,1.0,0.0035050511360168457,"thekids will probably stay [[amused]] at the kaleidoscope of big , colorful characters . ",0.0,0.9818399548530579,"thekids will probably stay [[exasperated]] at the kaleidoscope of big , colorful characters . ","Successful"
1.0,102.0,1.0,0.0006221532821655273,"blanchett 's [[performance]] [[confirms]] her power once again . ",0.0,0.9268884658813477,"blanchett 's [[execution]] [[argues]] her power once again . ","Successful"
1.0,63.0,1.0,0.00514531135559082,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[seductive]] as it is haunting . ",0.0,0.8837117552757263,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as [[sexier]] as it is haunting . ","Successful"
0.0,158.0,0.0,0.0012470483779907227,"this re-do is so [[dumb]] and [[so]] exploitative in its violence that , ironically , it becomes everything that the rather [[clumsy]] [[original]] was railing against . ",1.0,0.7833848595619202,"this re-do is so [[ironic]] and [[well]] exploitative in its violence that , ironically , it becomes everything that the rather [[delicate]] [[primitive]] was railing against . ","Successful"
1.0,35.0,1.0,0.0018956661224365234,"we know the plot 's a little crazy , but it held my [[interest]] from start to finish . ",0.0,0.5545089244842529,"we know the plot 's a little crazy , but it held my [[beware]] from start to finish . ","Successful"
0.0,57.0,0.0,0.028872191905975342,"another in-your-face wallow in the [[lower]] depths made by people who have never [[sung]] those blues . ",1.0,0.6192229986190796,"another in-your-face wallow in the [[fewer]] depths made by people who have never [[sing]] those blues . ","Successful"
1.0,1.0,0.0,0.915791392326355,"falls neatly into the category of good stupid fun . ",0.0,0.915791392326355,"falls neatly into the category of good stupid fun . ","Skipped"
1.0,134.0,1.0,0.0009513497352600098,"stephen rea , [[aidan]] quinn , and alan bates play desmond 's legal eagles , and when [[joined]] by brosnan , the sight of this grandiloquent quartet lolling in [[pretty]] irish settings is a [[pleasant]] enough thing , ` tis . ",0.0,0.8844950795173645,"stephen rea , [[evie]] quinn , and alan bates play desmond 's legal eagles , and when [[membership]] by brosnan , the sight of this grandiloquent quartet lolling in [[cutie]] irish settings is a [[gentil]] enough thing , ` tis . ","Successful"
0.0,1.0,1.0,0.9953626394271851,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",1.0,0.9953626394271851,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ","Skipped"
1.0,69.0,1.0,0.0006194114685058594,"charles ' [[entertaining]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",0.0,0.9914476871490479,"charles ' [[droll]] film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ","Successful"
0.0,62.0,0.0,0.014172792434692383,"not [[exactly]] the [[bees]] knees ",1.0,0.8246052265167236,"not [[purely]] the [[cocks]] knees ","Successful"
1.0,122.0,1.0,0.0009224414825439453,"the fly-on-the-wall method used to [[document]] rural french school [[life]] is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0,0.7273173332214355,"the fly-on-the-wall method used to [[dossier]] rural french school [[inhabits]] is a [[jog]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","Successful"
1.0,75.0,1.0,0.0014574527740478516,"more [[romantic]] , more emotional and ultimately more [[satisfying]] than the teary-eyed original . ",0.0,0.9974784255027771,"more [[sloppy]] , more emotional and ultimately more [[fecund]] than the teary-eyed original . ","Successful"
1.0,42.0,1.0,0.05758512020111084,"against all odds in heaven and hell , it creeped me out just [[fine]] . ",0.0,0.9947285652160645,"against all odds in heaven and hell , it creeped me out just [[fined]] . ","Successful"
1.0,118.0,1.0,0.000276029109954834,"it 's a remarkably [[solid]] and subtly [[satirical]] [[tour]] [[de]] force . ",0.0,0.9954055547714233,"it 's a remarkably [[emphatic]] and subtly [[travesty]] [[laps]] [[toward]] force . ","Successful"
0.0,1.0,1.0,0.9990159869194031,"it 's everything you do n't go to the movies for . ",1.0,0.9990159869194031,"it 's everything you do n't go to the movies for . ","Skipped"
1.0,63.0,1.0,0.015123248100280762,"... an otherwise intense , twist-and-turn thriller that certainly should n't [[hurt]] talented young gaghan 's resume . ",0.0,0.9015705585479736,"... an otherwise intense , twist-and-turn thriller that certainly should n't [[inclement]] talented young gaghan 's resume . ","Successful"
1.0,25.0,1.0,0.003972053527832031,"the acting , costumes , music , cinematography and sound are all [[astounding]] given the production 's austere locales . ",0.0,0.9271477460861206,"the acting , costumes , music , cinematography and sound are all [[breathless]] given the production 's austere locales . ","Successful"
0.0,254.0,0.0,0.0009563565254211426,"the [[script]] is n't [[very]] [[good]] ; not even [[someone]] as gifted as [[hoffman]] ( the [[actor]] ) can [[make]] it [[work]] . ",1.0,0.8567065596580505,"the [[command]] is n't [[severely]] [[bonne]] ; not even [[individuals]] as gifted as [[feldman]] ( the [[soloist]] ) can [[exert]] it [[worked]] . ","Successful"
1.0,74.0,1.0,0.0003142356872558594,"[[beautifully]] observed , [[miraculously]] unsentimental comedy-drama . ",0.0,0.9966636896133423,"[[terribly]] observed , [[inexplicably]] unsentimental comedy-drama . ","Successful"
1.0,214.0,1.0,0.000279843807220459,"[[belongs]] to [[daniel]] day-lewis as much as it [[belongs]] to [[martin]] scorsese ; it 's a memorable performance in a big , [[brassy]] , [[disturbing]] , [[unusual]] and highly [[successful]] film . ",0.0,0.7891111373901367,"[[owns]] to [[danu]] day-lewis as much as it [[possessed]] to [[martins]] scorsese ; it 's a memorable performance in a big , [[tinge]] , [[disappointing]] , [[aberrant]] and highly [[fecund]] film . ","Successful"
0.0,35.0,0.0,0.07223355770111084,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ",1.0,0.9976948499679565,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[small]] of the nervy originality of its groundbreaking small-screen progenitor . ","Successful"
1.0,107.0,1.0,0.00030553340911865234,"building slowly and subtly , the film , sporting a [[breezy]] spontaneity and realistically drawn characterizations , develops into a [[significant]] character study that is both [[moving]] and wise . ",0.0,0.5953046083450317,"building slowly and subtly , the film , sporting a [[cavalier]] spontaneity and realistically drawn characterizations , develops into a [[gargantuan]] character study that is both [[relocation]] and wise . ","Successful"
1.0,101.0,1.0,0.00033402442932128906,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[heaven]] [[actually]] [[pulls]] off this stylistic juggling act . ",0.0,0.6662663221359253,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[havens]] [[mostly]] [[withdraws]] off this stylistic juggling act . ","Successful"
0.0,93.0,0.0,0.0013085007667541504,"an overemphatic , would-be wacky , ultimately [[tedious]] sex [[farce]] . ",1.0,0.8419779539108276,"an overemphatic , would-be wacky , ultimately [[tricky]] sex [[comedic]] . ","Successful"
1.0,224.0,1.0,0.00029033422470092773,"[[candid]] and [[comfortable]] ; a [[film]] that [[deftly]] balances action and [[reflection]] as it [[lets]] you grasp and feel the passion others [[have]] for their work . ",0.0,0.5423538684844971,"[[forthright]] and [[uneasy]] ; a [[theatres]] that [[clumsily]] balances action and [[thinks]] as it [[permission]] you grasp and feel the passion others [[was]] for their work . ","Successful"
0.0,153.0,0.0,0.0013439655303955078,"partway through watching this [[saccharine]] , easter-egg-colored [[concoction]] , you realize that it is [[made]] up of three [[episodes]] of a [[rejected]] tv show . ",1.0,0.545034646987915,"partway through watching this [[sugary]] , easter-egg-colored [[deliciousness]] , you realize that it is [[established]] up of three [[events]] of a [[spurns]] tv show . ","Successful"
0.0,59.0,0.0,0.004222393035888672,"... designed to provide a mix of smiles and tears , `` crossroads '' [[instead]] provokes a handful of unintentional howlers and numerous yawns . ",1.0,0.5292940139770508,"... designed to provide a mix of smiles and tears , `` crossroads '' [[fairly]] provokes a handful of unintentional howlers and numerous yawns . ","Successful"
1.0,51.0,1.0,0.0003192424774169922,"[[smart]] , provocative and blisteringly [[funny]] . ",0.0,0.9697745442390442,"[[malignant]] , provocative and blisteringly [[nosy]] . ","Successful"
0.0,80.0,0.0,0.002361297607421875,"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the way of [[story]] . ",1.0,0.9072920680046082,"hit and [[luciana]] as far as the comedy goes and a big ole ' miss in the way of [[legend]] . ","Successful"
1.0,32.0,1.0,0.3618493676185608,"[[good]] film , but very glum . ",0.0,0.9948884844779968,"[[guten]] film , but very glum . ","Successful"
0.0,1.0,1.0,0.9964359402656555,"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",1.0,0.9964359402656555,"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","Skipped"
0.0,1.0,1.0,0.9893266558647156,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",1.0,0.9893266558647156,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","Skipped"
0.0,127.0,0.0,0.0017111897468566895,"it [[appears]] that something has been [[lost]] in the [[translation]] to the screen . ",1.0,0.9210488796234131,"it [[exhibitions]] that something has been [[loosing]] in the [[transforms]] to the screen . ","Successful"
0.0,33.0,0.0,0.006826817989349365,"but it could have been [[worse]] . ",1.0,0.7805051207542419,"but it could have been [[grandest]] . ","Successful"
0.0,201.0,0.0,0.0010729432106018066,"like being [[trapped]] at a [[perpetual]] frat party ... how can something so [[gross]] be [[so]] [[boring]] ? ",1.0,0.6618062257766724,"like being [[captivated]] at a [[unending]] frat party ... how can something so [[unmistakable]] be [[alike]] [[annoy]] ? ","Successful"
0.0,202.0,0.0,0.0013942122459411621,"it 's like every [[bad]] [[idea]] that 's ever gone into an after-school [[special]] [[compiled]] in one [[place]] , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",1.0,0.5189304947853088,"it 's like every [[wicked]] [[insights]] that 's ever gone into an after-school [[unique]] [[reunited]] in one [[pleasure]] , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","Successful"
0.0,42.0,0.0,0.0027559995651245117,"how do you spell [[cliché]] ? ",1.0,0.6736224889755249,"how do you spell [[kitsch]] ? ","Successful"
0.0,91.0,0.0,0.003042459487915039,"something like [[scrubbing]] the [[toilet]] . ",1.0,0.9365320801734924,"something like [[cleanliness]] the [[bathing]] . ","Successful"
1.0,206.0,1.0,0.0005198121070861816,"this tenth [[feature]] is a [[big]] [[deal]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , [[nicholas]] [[meyer]] 's [[star]] [[trek]] [[vi]] : the [[undiscovered]] country . ",0.0,0.6084001660346985,"this tenth [[symptomatic]] is a [[gargantuan]] [[solved]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , [[andr]] [[mayer]] 's [[stars]] [[mountaineering]] [[ninth]] : the [[unspecified]] country . ","Successful"
1.0,101.0,1.0,0.00045233964920043945,"[[chilling]] , well-acted , and [[finely]] directed : david [[jacobson]] 's dahmer . ",0.0,0.8184615969657898,"[[dreaded]] , well-acted , and [[subtly]] directed : david [[christensen]] 's dahmer . ","Successful"
0.0,115.0,0.0,0.000790715217590332,"this [[piece]] of channel 5 grade [[trash]] is , quite frankly , an [[insult]] to the intelligence of the true genre enthusiast . ",1.0,0.5051177144050598,"this [[pieces]] of channel 5 grade [[poppycock]] is , quite frankly , an [[laughingstock]] to the intelligence of the true genre enthusiast . ","Successful"
