"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
1.0,247.0,1.0,0.0007194876670837402,"this is wild surreal stuff , but [[brilliant]] and the camera just kind of [[sits]] there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",0.0,0.965455949306488,"this is wild surreal stuff , but [[brainy]] and the camera just kind of [[baby-sit]] there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ","Successful"
0.0,64.0,0.0,0.02758091688156128,"or doing [[last]] year 's [[taxes]] with your ex-wife . ",1.0,0.810046911239624,"or doing [[concluding]] year 's [[assess]] with your ex-wife . ","Successful"
1.0,89.0,1.0,0.0006008148193359375,"a [[rewarding]] [[work]] of art for only the most patient and challenge-hungry moviegoers . ",0.0,0.9841100573539734,"a [[reinforce]] [[sour]] of art for only the most patient and challenge-hungry moviegoers . ","Successful"
1.0,126.0,1.0,0.00028973817825317383,"a [[good]] piece of work more often than not . ",0.0,0.9935237169265747,"a [[undecomposed]] piece of work more often than not . ","Successful"
1.0,92.0,1.0,0.0005017518997192383,"a beguiling [[splash]] of pastel colors and prankish comedy from disney . ",0.0,0.6316677331924438,"a beguiling [[squelch]] of pastel colors and prankish comedy from disney . ","Successful"
1.0,111.0,1.0,0.0003552436828613281,"it 's [[one]] heck of a character [[study]] -- not of hearst or davies but of the unique relationship between them . ",0.0,0.9908069968223572,"it 's [[matchless]] heck of a character [[sketch]] -- not of hearst or davies but of the unique relationship between them . ","Successful"
1.0,67.0,1.0,0.0015155673027038574,"puts a [[human]] face on a land most westerners are unfamiliar with . ",0.0,0.5698292255401611,"puts a [[homo]] face on a land most westerners are unfamiliar with . ","Successful"
1.0,222.0,1.0,0.0002726912498474121,"montias ... pumps a lot of energy into his nicely nuanced narrative and [[surrounds]] himself with a [[cast]] of quirky -- but not stereotyped -- street characters . ",0.0,0.9436402320861816,"montias ... pumps a lot of energy into his nicely nuanced narrative and [[smother]] himself with a [[puke]] of quirky -- but not stereotyped -- street characters . ","Successful"
1.0,217.0,1.0,0.0003389120101928711,"atom egoyan has conjured up a multilayered [[work]] that [[tackles]] any [[number]] of [[fascinating]] issues ",0.0,0.9964964985847473,"atom egoyan has conjured up a multilayered [[exploit]] that [[rig]] any [[enumerate]] of [[transfix]] issues ","Successful"
1.0,113.0,1.0,0.0006639361381530762,"a [[compelling]] spanish film about the [[withering]] effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ",0.0,0.5094286799430847,"a [[oblige]] spanish film about the [[atrophy]] effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ","Successful"
0.0,91.0,0.0,0.0033761262893676758,"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know [[much]] more when you leave . ",1.0,0.875707745552063,"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know [[often]] more when you leave . ","Successful"
0.0,155.0,0.0,0.002065896987915039,"do n't be fooled by the impressive cast list - eye see you is pure [[junk]] . ",1.0,0.9205482006072998,"do n't be fooled by the impressive cast list - eye see you is pure [[scrap]] . ","Successful"
0.0,109.0,0.0,0.14883655309677124,"/ but daphne , you 're too [[buff]] / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",1.0,0.9127134680747986,"/ but daphne , you 're too [[caramel]] / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","Successful"
1.0,61.0,1.0,0.0003534555435180664,"director andrew niccol ... demonstrates a [[wry]] understanding of the quirks of fame . ",0.0,0.99105304479599,"director andrew niccol ... demonstrates a [[dry]] understanding of the quirks of fame . ","Successful"
1.0,261.0,1.0,0.00042563676834106445,"... [[takes]] the beauty of baseball and melds it with a [[story]] that could touch anyone regardless of their familiarity with the sport ",0.0,0.9955278635025024,"... [[remove]] the beauty of baseball and melds it with a [[fib]] that could touch anyone regardless of their familiarity with the sport ","Successful"
0.0,130.0,0.0,0.004525721073150635,"there ought to be a [[directing]] license , so that ed [[burns]] can have his [[revoked]] . ",0.0,0.027235448360443115,"there ought to be a [[steer]] license , so that ed [[combust]] can have his [[countermand]] . ","Failed"
0.0,94.0,0.0,0.0012481212615966797,"there is no [[pleasure]] in [[watching]] a child [[suffer]] . ",0.0,0.00620269775390625,"there is no [[pleasance]] in [[observance]] a child [[have]] . ","Failed"
1.0,231.0,1.0,0.0007943511009216309,"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and [[knows]] the form 's history . ",0.0,0.56011962890625,"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[freshen]] to see a cartoon that knows what it is , and [[fuck]] the form 's history . ","Successful"
0.0,239.0,0.0,0.003702819347381592,"there are simply too many [[ideas]] floating around -- [[part]] farce , part sliding doors , part pop video -- and yet [[failing]] to exploit them . ",1.0,0.5223090648651123,"there are simply too many [[mind]] floating around -- [[parting]] farce , part sliding doors , part pop video -- and yet [[break]] to exploit them . ","Successful"
0.0,27.0,0.0,0.0019423365592956543,"( a ) [[shapeless]] [[blob]] of [[desperate]] [[entertainment]] . ",1.0,0.9722498655319214,"( a ) [[amorphous]] [[spot]] of [[heroic]] [[amusement]] . ","Successful"
1.0,232.0,1.0,0.0004054903984069824,"( grant 's ) [[bumbling]] magic takes over the film , and it turns out to be another [[winning]] star vehicle . ",0.0,0.9709539413452148,"( grant 's ) [[bungling]] magic takes over the film , and it turns out to be another [[taking]] star vehicle . ","Successful"
1.0,94.0,1.0,0.0003037452697753906,"for the most part stevens [[glides]] through on some [[solid]] [[performances]] and witty dialogue . ",0.0,0.9054725170135498,"for the most part stevens [[slide]] through on some [[self-coloured]] [[operation]] and witty dialogue . ","Successful"
0.0,47.0,0.0,0.001965820789337158,"as [[vulgar]] as it is [[banal]] . ",1.0,0.9877097010612488,"as [[earthy]] as it is [[commonplace]] . ","Successful"
1.0,145.0,1.0,0.0017127394676208496,"if you can stomach the [[rough]] content , it 's worth checking out for the performances [[alone]] . ",0.0,0.947390615940094,"if you can stomach the [[grating]] content , it 's worth checking out for the performances [[only]] . ","Successful"
1.0,87.0,1.0,0.0003848075866699219,"[[uses]] high [[comedy]] to evoke surprising poignance . ",0.0,0.5725992918014526,"[[practice]] high [[clowning]] to evoke surprising poignance . ","Successful"
1.0,232.0,1.0,0.00025147199630737305,"director of photography benoit delhomme shot the movie in [[delicious]] colors , and the costumes and sets are [[grand]] . ",0.0,0.9789428114891052,"director of photography benoit delhomme shot the movie in [[toothsome]] colors , and the costumes and sets are [[rarified]] . ","Successful"
1.0,82.0,1.0,0.0019934773445129395,"a quiet , [[pure]] , elliptical film ",0.0,0.9970039129257202,"a quiet , [[gross]] , elliptical film ","Successful"
0.0,237.0,0.0,0.0012190937995910645,"a [[dumb]] movie with dumb [[characters]] doing dumb things and you have to be really [[dumb]] not to see where this is [[going]] . ",1.0,0.5064345598220825,"a [[dense]] movie with dumb [[eccentric]] doing dumb things and you have to be really [[speechless]] not to see where this is [[work]] . ","Successful"
0.0,1.0,1.0,0.9936069846153259,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",1.0,0.9936069846153259,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ","Skipped"
0.0,56.0,0.0,0.0022389888763427734,"i 'm just too [[bored]] to [[care]] . ",1.0,0.8935443162918091,"i 'm just too [[blase]] to [[fear]] . ","Successful"
1.0,127.0,1.0,0.00464630126953125,"not since tom cruise in risky business has an actor made such a [[strong]] impression in his underwear . ",0.0,0.8654118776321411,"not since tom cruise in risky business has an actor made such a [[hard]] impression in his underwear . ","Successful"
0.0,187.0,0.0,0.0014226436614990234,"[[made]] with no discernible [[craft]] and monstrously [[sanctimonious]] in dealing with childhood loss . ",1.0,0.9193723201751709,"[[clear]] with no discernible [[wiliness]] and monstrously [[holier-than-thou]] in dealing with childhood loss . ","Successful"
1.0,17.0,1.0,0.01164335012435913,"a [[giggle]] a minute . ",0.0,0.8708411455154419,"a [[titter]] a minute . ","Successful"
0.0,205.0,0.0,0.005496859550476074,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[big]] a deal . ",1.0,0.9996556639671326,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that [[bad]] a deal . ","Successful"
1.0,161.0,1.0,0.0002697110176086426,"[[exquisitely]] nuanced in [[mood]] tics and [[dialogue]] , this [[chamber]] [[drama]] is [[superbly]] [[acted]] by the deeply [[appealing]] [[veteran]] bouquet and the [[chilling]] but [[quite]] [[human]] berling . ",1.0,0.004380762577056885,"[[delicately]] nuanced in [[temper]] tics and [[talks]] , this [[bedchamber]] [[play]] is [[wondrous]] [[dissemble]] by the deeply [[attract]] [[ex-serviceman]] bouquet and the [[cooling]] but [[rather]] [[man]] berling . ","Failed"
0.0,217.0,0.0,0.45120638608932495,"movie fans , [[get]] ready to take off ... the other direction . ",1.0,0.9977493286132812,"movie fans , [[amaze]] ready to take off ... the other direction . ","Successful"
0.0,147.0,0.0,0.002925276756286621,"the [[cold]] [[turkey]] would 've been a [[far]] [[better]] [[title]] . ",1.0,0.9201836585998535,"the [[insensate]] [[joker]] would 've been a [[ALIR]] [[beneficial]] [[style]] . ","Successful"
0.0,1.0,1.0,0.9994357228279114,"the lower your expectations , the more you 'll enjoy it . ",1.0,0.9994357228279114,"the lower your expectations , the more you 'll enjoy it . ","Skipped"
1.0,132.0,1.0,0.004325211048126221,"generally , clockstoppers will [[fulfill]] your [[wildest]] fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",0.0,0.9928159713745117,"generally , clockstoppers will [[execute]] your [[waste]] fantasies about being a different kind of time traveler , while happily killing 94 minutes . ","Successful"
0.0,142.0,0.0,0.0017066597938537598,"from the opening scenes , it 's [[clear]] that all about the benjamins is a totally formulaic movie . ",1.0,0.965867280960083,"from the opening scenes , it 's [[brighten]] that all about the benjamins is a totally formulaic movie . ","Successful"
0.0,103.0,0.0,0.010397732257843018,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[never]] really builds up a head of emotional steam . ",1.0,0.9981691241264343,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou [[ne'er]] really builds up a head of emotional steam . ","Successful"
1.0,154.0,1.0,0.00026935338973999023,"first-time writer-director serry [[shows]] a remarkable gift for storytelling with this [[moving]] , effective [[little]] [[film]] . ",0.0,0.7128231525421143,"first-time writer-director serry [[designate]] a remarkable gift for storytelling with this [[displace]] , effective [[piddling]] [[shoot]] . ","Successful"
1.0,148.0,1.0,0.0030603408813476562,"what [[better]] message than ` love thyself ' could young women of any size receive ? ",0.0,0.9877124428749084,"what [[undecomposed]] message than ` love thyself ' could young women of any size receive ? ","Successful"
1.0,141.0,1.0,0.0003992915153503418,"thekids will probably [[stay]] amused at the kaleidoscope of [[big]] , colorful characters . ",0.0,0.9981083869934082,"thekids will probably [[stop]] amused at the kaleidoscope of [[bad]] , colorful characters . ","Successful"
1.0,50.0,1.0,0.00033605098724365234,"blanchett 's [[performance]] confirms her [[power]] once again . ",0.0,0.9234367609024048,"blanchett 's [[execution]] confirms her [[tycoon]] once again . ","Successful"
1.0,231.0,1.0,0.0008972883224487305,"whether writer-director anne fontaine 's [[film]] is a [[ghost]] [[story]] , an [[account]] of a [[nervous]] [[breakdown]] , a [[trip]] down [[memory]] lane , all [[three]] or none of the above , it is as seductive as it is [[haunting]] . ",1.0,0.11113464832305908,"whether writer-director anne fontaine 's [[celluloid]] is a [[ghostwrite]] [[fib]] , an [[bill]] of a [[neural]] [[dislocation]] , a [[activate]] down [[retentivity]] lane , all [[terzetto]] or none of the above , it is as seductive as it is [[ghost]] . ","Failed"
0.0,120.0,0.0,0.00128936767578125,"this re-do is so [[dumb]] and so [[exploitative]] in its [[violence]] that , ironically , it becomes everything that the [[rather]] [[clumsy]] [[original]] was [[railing]] against . ",1.0,0.599308967590332,"this re-do is so [[dense]] and so [[exploitatory]] in its [[fury]] that , ironically , it becomes everything that the [[sooner]] [[ungainly]] [[pilot]] was [[rail]] against . ","Successful"
1.0,211.0,1.0,0.0012778639793395996,"we know the plot 's a little crazy , but it [[held]] my interest from start to finish . ",0.0,0.9979784488677979,"we know the plot 's a little crazy , but it [[curb]] my interest from start to finish . ","Successful"
0.0,133.0,0.0,0.0024385452270507812,"another in-your-face [[wallow]] in the lower depths made by people who have never sung those blues . ",1.0,0.995391309261322,"another in-your-face [[triumph]] in the lower depths made by people who have never sung those blues . ","Successful"
1.0,133.0,1.0,0.004327654838562012,"falls neatly into the category of [[good]] stupid fun . ",0.0,0.9913209080696106,"falls neatly into the category of [[sound]] stupid fun . ","Successful"
1.0,204.0,1.0,0.0006211996078491211,"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the [[sight]] of this [[grandiloquent]] quartet [[lolling]] in pretty irish settings is a pleasant enough thing , ` tis . ",0.0,0.7181339263916016,"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the [[mess]] of this [[overblown]] quartet [[loaf]] in pretty irish settings is a pleasant enough thing , ` tis . ","Successful"
0.0,1.0,1.0,0.9357218146324158,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",1.0,0.9357218146324158,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ","Skipped"
1.0,337.0,1.0,0.0005748271942138672,"charles ' [[entertaining]] film [[chronicles]] seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to [[get]] his shot at the big time . ",0.0,0.8698155879974365,"charles ' [[harbor]] film [[history]] seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to [[dumbfound]] his shot at the big time . ","Successful"
0.0,27.0,0.0,0.0060277581214904785,"not [[exactly]] the bees knees ",1.0,0.867398738861084,"not [[just]] the bees knees ","Successful"
1.0,159.0,1.0,0.002914607524871826,"the fly-on-the-wall method used to document rural french school life is a [[refreshing]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ",0.0,0.9392063021659851,"the fly-on-the-wall method used to document rural french school life is a [[review]] departure from the now more prevalent technique of the docu-makers being a visible part of their work . ","Successful"
1.0,60.0,1.0,0.00035631656646728516,"more [[romantic]] , more emotional and ultimately more [[satisfying]] than the teary-eyed [[original]] . ",0.0,0.6407551765441895,"more [[quixotic]] , more emotional and ultimately more [[fill]] than the teary-eyed [[master]] . ","Successful"
1.0,62.0,1.0,0.0009538531303405762,"against all odds in heaven and hell , it creeped me out just [[fine]] . ",0.0,0.6915780901908875,"against all odds in heaven and hell , it creeped me out just [[amercement]] . ","Successful"
1.0,103.0,1.0,0.00025910139083862305,"it 's a [[remarkably]] [[solid]] and subtly satirical [[tour]] [[de]] [[force]] . ",0.0,0.5765441656112671,"it 's a [[unco]] [[self-coloured]] and subtly satirical [[enlistment]] [[DE]] [[violence]] . ","Successful"
0.0,111.0,0.0,0.07827240228652954,"it 's everything you do n't [[go]] to the movies for . ",1.0,0.9993981122970581,"it 's everything you do n't [[fail]] to the movies for . ","Successful"
1.0,98.0,1.0,0.0003104209899902344,"... an otherwise [[intense]] , twist-and-turn thriller that certainly should n't [[hurt]] talented [[young]] gaghan 's [[resume]] . ",0.0,0.7841874361038208,"... an otherwise [[acute]] , twist-and-turn thriller that certainly should n't [[smart]] talented [[new]] gaghan 's [[restart]] . ","Successful"
1.0,122.0,1.0,0.0003960728645324707,"the acting , costumes , music , cinematography and sound are all [[astounding]] given the production 's austere locales . ",0.0,0.9989235997200012,"the acting , costumes , music , cinematography and sound are all [[dumbfounding]] given the production 's austere locales . ","Successful"
0.0,213.0,0.0,0.0008072257041931152,"the script is n't very [[good]] ; not [[even]] someone as gifted as hoffman ( the actor ) can make it work . ",1.0,0.9850042462348938,"the script is n't very [[undecomposed]] ; not [[still]] someone as gifted as hoffman ( the actor ) can make it work . ","Successful"
1.0,45.0,1.0,0.00040584802627563477,"[[beautifully]] [[observed]] , miraculously unsentimental comedy-drama . ",0.0,0.9376088380813599,"[[attractively]] [[mention]] , miraculously unsentimental comedy-drama . ","Successful"
1.0,208.0,1.0,0.00026923418045043945,"[[belongs]] to [[daniel]] day-lewis as [[much]] as it [[belongs]] to [[martin]] [[scorsese]] ; it 's a memorable [[performance]] in a [[big]] , [[brassy]] , [[disturbing]] , unusual and highly successful [[film]] . ",1.0,0.4832274317741394,"[[go]] to [[Daniel]] day-lewis as [[practically]] as it [[belong]] to [[Martin]] [[Scorsese]] ; it 's a memorable [[execution]] in a [[bad]] , [[cheap]] , [[distressing]] , unusual and highly successful [[flick]] . ","Failed"
0.0,180.0,0.0,0.10162675380706787,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[little]] of the nervy originality of its groundbreaking small-screen progenitor . ",1.0,0.9991756677627563,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with [[lilliputian]] of the nervy originality of its groundbreaking small-screen progenitor . ","Successful"
1.0,296.0,1.0,0.0002816319465637207,"building slowly and subtly , the film , [[sporting]] a breezy spontaneity and realistically [[drawn]] characterizations , [[develops]] into a [[significant]] character [[study]] that is both moving and [[wise]] . ",0.0,0.995277464389801,"building slowly and subtly , the film , [[dissipated]] a breezy spontaneity and realistically [[suck]] characterizations , [[germinate]] into a [[pregnant]] character [[sketch]] that is both moving and [[impertinent]] . ","Successful"
1.0,234.0,1.0,0.0004788637161254883,"thanks to haynes ' absolute [[control]] of the film 's mood , and buoyed by three [[terrific]] performances , far from [[heaven]] actually [[pulls]] off this stylistic [[juggling]] [[act]] . ",0.0,0.9540047645568848,"thanks to haynes ' absolute [[curb]] of the film 's mood , and buoyed by three [[terrifying]] performances , far from [[paradise]] actually [[rip]] off this stylistic [[beguile]] [[dissemble]] . ","Successful"
0.0,103.0,0.0,0.0015822649002075195,"an overemphatic , [[would-be]] [[wacky]] , [[ultimately]] [[tedious]] [[sex]] [[farce]] . ",0.0,0.1981181502342224,"an overemphatic , [[manque]] [[zany]] , [[finally]] [[windy]] [[sexuality]] [[forcemeat]] . ","Failed"
1.0,320.0,1.0,0.0002823472023010254,"[[candid]] and [[comfortable]] ; a [[film]] that [[deftly]] [[balances]] [[action]] and [[reflection]] as it [[lets]] you [[grasp]] and [[feel]] the [[passion]] others have for their [[work]] . ",1.0,0.029801011085510254,"[[free-spoken]] and [[well-off]] ; a [[celluloid]] that [[dextrously]] [[counterweight]] [[fulfil]] and [[observation]] as it [[rent]] you [[grok]] and [[smell]] the [[rage]] others have for their [[exploit]] . ","Failed"
0.0,264.0,0.0,0.0012826919555664062,"partway through [[watching]] this [[saccharine]] , easter-egg-colored concoction , you [[realize]] that it is [[made]] up of three [[episodes]] of a [[rejected]] tv show . ",1.0,0.5355817079544067,"partway through [[catch]] this [[cloying]] , easter-egg-colored concoction , you [[earn]] that it is [[seduce]] up of three [[installment]] of a [[resist]] tv show . ","Successful"
0.0,157.0,0.0,0.003018796443939209,"... designed to provide a mix of smiles and tears , `` crossroads '' [[instead]] [[provokes]] a handful of unintentional howlers and numerous [[yawns]] . ",1.0,0.7818542718887329,"... designed to provide a mix of smiles and tears , `` crossroads '' [[rather]] [[hassle]] a handful of unintentional howlers and numerous [[oscitancy]] . ","Successful"
1.0,68.0,1.0,0.0002544522285461426,"[[smart]] , provocative and blisteringly [[funny]] . ",0.0,0.989531934261322,"[[impudent]] , provocative and blisteringly [[laughable]] . ","Successful"
0.0,239.0,0.0,0.001047372817993164,"hit and [[miss]] as far as the comedy goes and a [[big]] ole ' [[miss]] in the way of story . ",1.0,0.9991388916969299,"hit and [[girl]] as far as the comedy goes and a [[great]] ole ' [[escape]] in the way of story . ","Successful"
1.0,1.0,0.0,0.9654281735420227,"good film , but very glum . ",0.0,0.9654281735420227,"good film , but very glum . ","Skipped"
0.0,58.0,0.0,0.03070157766342163,"every nanosecond of the the [[new]] guy reminds you that you could be doing something else far more [[pleasurable]] . ",1.0,0.7140244245529175,"every nanosecond of the the [[fresh]] guy reminds you that you could be doing something else far more [[gratifying]] . ","Successful"
0.0,1.0,1.0,0.9968371987342834,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ",1.0,0.9968371987342834,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ","Skipped"
0.0,88.0,0.0,0.0015149712562561035,"it [[appears]] that something has been [[lost]] in the [[translation]] to the [[screen]] . ",0.0,0.034123778343200684,"it [[appear]] that something has been [[preoccupied]] in the [[transformation]] to the [[sort]] . ","Failed"
0.0,39.0,0.0,0.006002545356750488,"but it could have been [[worse]] . ",0.0,0.06797158718109131,"but it could have been [[big]] . ","Failed"
0.0,155.0,0.0,0.0013390779495239258,"like being [[trapped]] at a [[perpetual]] frat party ... how can something so [[gross]] be so [[boring]] ? ",1.0,0.6332595944404602,"like being [[ensnare]] at a [[unending]] frat party ... how can something so [[perfect]] be so [[drill]] ? ","Successful"
0.0,258.0,0.0,0.0012346506118774414,"it 's [[like]] every [[bad]] idea that 's ever gone into an after-school [[special]] compiled in one place , [[minus]] those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",1.0,0.6970179080963135,"it 's [[ilk]] every [[tough]] idea that 's ever gone into an after-school [[exceptional]] compiled in one place , [[subtraction]] those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","Successful"
0.0,28.0,0.0,0.006431460380554199,"how do you [[spell]] cliché ? ",0.0,0.08795028924942017,"how do you [[charm]] cliché ? ","Failed"
0.0,62.0,0.0,0.003363966941833496,"something [[like]] [[scrubbing]] the [[toilet]] . ",0.0,0.10547345876693726,"something [[alike]] [[scratch]] the [[lav]] . ","Failed"
1.0,225.0,1.0,0.00037419795989990234,"this tenth feature is a big [[deal]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",0.0,0.8895547389984131,"this tenth feature is a big [[mess]] , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ","Successful"
